Text,label
"@AltoLuger apapun omongan bungkarno hormati, cukup hormati aja. tapi juga hormati palestina, negara arab ygmau bermain sepakbola dgn Israel.. Negara arab sdh byk normalisasi hub dg Israel. #PSSI Indonesia harus setara dgn Palestina dan Negara arab.  Ranking Plstine vs RI jauhğŸ‘‡ https://t.co/GneEqTvMWx",positif
"Hokky Caraka salah satu punggawa timnas Indonesia ikut berkomentar pedas yang ditujukan kepada Ganjar Pranowo yang menolak kedatangan Israel sebagai peserta Pildun U 20.

#PialaDuniaU20 #FIFA #PSSI #HokkyCaraka #GanjarPranowo https://t.co/cuXV1oElnK",negatif
"Kekecewaan tengah melanda netizen terkait gagalnya Indonesia menjadi tuan rumah Piala Dunia U 20. Salah satu tokoh yang diserang netizen adalah Ganjar Pranowo.

#PialaDuniaU20 #FIFA #PSSI #HokkyCaraka #GanjarPranowo https://t.co/qIT0ohhuC7",negatif
"Keputusan FIFA tersebut juga didasari oleh pertimbangan situasi terkini, Situasi yang bagaimanakah itu sehingga dinilai membahayakan ajang piala dunia ini?

https://t.co/dhBhN7aNTr

#pialaduniau20 #fifa #u20 #timnas #ganjar #pssi #lpmindustria2023 https://t.co/BCmkD9s3M4",positif
"PSSI akan menyiapkan langkah-langkah agar sepak bola Indonesia tak diganjar sanksi berat. #MediaIndonesia #ReferensiBangsa #PSSI

Sumber: https://t.co/kvYFrDmCCv",positif
"Ada yang BATAL tapi bukan PUASA...
#FIFAU20 #PSSI #pialaduniau20",netral
"Semangat pak Erick Thohir, mimpi mereka mimpi kita semua.
#erickthohir #U20 #pssi https://t.co/llCAUZBDOB",positif
"Semangat pak Erick Thohir, mimpi mereka mimpi kita semua.
#erickthohir #U20 #pssi https://t.co/xgVmvbMztZ",positif
"Gubernur Bali, I Wayan Koster, akhirnya buka suara soal alasannya menolak Timnas Israel berlaga di Bali. KPJ

Selengkapnya:
https://t.co/Edx7BZWLBC

#iNews #GubernurBali #IWayanKoster #Denpasar #TimnasIsrael #PialaDuniaU202023 #News #TimnasIndonesia #InfoBola #PSSI #SepakBola https://t.co/7osZvl2uk4",negatif
"Batal jadi Host Piala Dunia U-20, Wali Kota Surabaya Eri Cahyadi Gercep Izinkan Persebaya Main di GBT
@BanggaSurabaya @persebayaupdate 
#PSSI #pialaduniau20
#FIFA #Israel
https://t.co/Ih361xfN28",netral
"PSSI GELAP
@PSSI 

Semoga di dalam kegelapan ini, kita dapat penerangan di masa yang akan datang. ğŸ‡®ğŸ‡©

#merdeka #gelap #pssi #kecewa #marah #pialaduniau20 #wc20 #indonesia https://t.co/V92bldhCHN",positif
"Elektabilitas Ganjar Pranowo Diprediksi Jeblok Dampak Piala Dunia U-20 Batal, Pengamat: Kena Jebakan Batman
#GanjarPranowo #pialadunia 
#FIFA #Israel #pialaduniau20
#PSSI
@e100ss @WarkopPituLikur
@PSSI @ganjarpranowo
https://t.co/JAMSqhXpSM",negatif
"antara sepakbola dan kemanusiaan 

#PialaDuniaU20Indonesia 
#pssi https://t.co/SoJlRLKnoJ",positif
FIFA lebih memilih penjajah dari pada Indonesia.. terima kasih FIFA. Dengan ini kita semakin tau FIFA itu siapa.. musuh bersama.. #pildunu20 #PSSI,negatif
"Malam ini, 3 pemain Timnas U20 yakni Arkhan Fikri, Rabbani Tasnim, dan Tito Wiratama menghadiri undangan wawancara di beberapa acara Metro TV. Kedatangannya ini disambut hangat para crew yang ada di Newsroom Metro TV.

#TimnasU20 #PialaDuniaU20 #FIFAU20 #PSSI https://t.co/AGmJWUzVEa",netral
"Jauh Melangkah akan finish di tujuan.
Serpihan dan Lubang_lubang akan mengokohkan langkah sampai di finish.
#Bholaa #IlhamFadli #FIFA #Pssi #TATAIPL #IYE #Survivor https://t.co/11CGWW7odb",netral
Sakit tapi tak berdarah #PSSI,negatif
"Semangat pak Erick Thohir, mimpi mereka mimpi kita semua.
#erickthohir #U20 #pssi https://t.co/RuQayhXKoV",positif
"Bismillah ikhtiar @erickthohir  membawa berkah untuk Indonesia.

Besar harapan kami, @erickthohir dapat kembali selamatkan sepak bola Indonesia. 

#erickthohir #sepakbola #fifa #ketumpssi #pssi #pialadunia #pialaduniau20 #sanksi #timnas #timnasu20 #garudamuda #ligaindonesia https://t.co/mImAdzaKB5",positif
"Ganjar Pranowo Tak Mampu Baca Pikiran Jokowi, Rocky Gerung: Soekarno Kaget kok Namanya Dibawa-bawa #Ganjar #FIFA #PSSI https://t.co/vUlQBNHaoi",negatif
"Beri saya 10 pemuda maka akan kuguncang dunia
Dan beri saya 11 pemuda maka akan saya hancurkan mimpi-mimpinya.......
#PSSI",positif
"Pelatih Timnas Indonesia U-20, Shin Tae-yong, menyebut timnya masih berpeluang tampil di Piala Dunia U-20 2023. KPJ

Selengkapnya:
https://t.co/V5LXuUznwv

#iNews #ShinTaeyong #TimnasIndonesia #News #PialaDuniaU20 #ZainudinAmali #InfoBola #PSSI #SepakBola https://t.co/k8v1sip3Jr",positif
"Besar harapan kami, @erickthohir dapat kembali selamatkan sepak bola Indonesia. Selamat berjuang kembali pak

#erickthohir #ericksolusi #ketumpssi #pssi #pialadunia #pialaduniau20 #fifa #sepakbola #sepakbolaindonesia #timnas #timnasu20 #liga1 #liga2 #liga3 #ligaindonesia https://t.co/coOmPMpqSH",positif
"FIFA memBATALkan world cup U20 yg penting PUASA TIDAK BATAL, yg pasti
1.Israel tetap main Bola 
2.Palestina tetap di jajah Isreal
3. Indonesia hanya main tik tok 
#worldcupu20 #Israel #Palestine #puasa #batal #nkrihargamati #PSSI #TikTok #Sepakbola",negatif
"@hand_oy @AltoLuger apapun omongan bungkarno hormati, cukup hormati aja. tapi juga hormati palestina dan negara arab ygmau bermain sepakbola dgn Israel.. Negara arab sdh byk normalisasi hub dg Israel. #PSSI Indonesia harus setara dgn Palestina dan Negara arab.  RankingğŸ‘‡ https://t.co/IJ7EwpU9G3",positif
"Indonesia tanpa sepakbola (mungkin) lebih indah,, mungkin ya,, #fifaworldcupu20 #bangsat #GanjarPranowo #iwayankoster #PSSI #kecewa",positif
"semangat sayang puasa nyah ğŸ˜
#Ramadhan #EidMubarak #PSSI #puasa #jaksel #alshadnissyaa #viralindo #tranding #Ringbet88 #epicwin88 #bandung #jakartapusat https://t.co/0IcG2GqaIo",netral
"Anak2 timnas u20 sing sabar ya, tetap semangat. Jalanmu masih panjang. Buktikan bahwa kalian pantas masuk ke pildun, bukan jalur tuan rumah tapi melalui kualifikasi. Kalahkan dulu thailand Malaysia vietnam.... Itu yg terdekat. 
#pssi #U20Indonesia #ayoindonesia #ea",positif
Mimpi Mereka Mimpi Kita Semua #WorldCup2023 #FIFA23 #FIFA #PSSI #BangkitBersamaET https://t.co/eKTGzoQdB5,positif
"Merah Selalu Menarik ğŸ“
#cantikalami #idamanpria #idaman #cantikalami #abgcantik  #mahmud #PSSI #Kecewa #Golput 
#gadiscantik #gadismontok #abg #bikinimodel https://t.co/PpsbrqI2rV",netral
"ğŸ²PREDIKSI POIPET 22ğŸ²
KAMIS, 30 MARET 2023

ğŸ”¥UTAMAKAN PREDIKSI SENDIRI ğŸ”¥

Info Prediksi Pasaran Lainnya bisa langsung WA ke 0813 6493 5124
#prediksipoipet22 #prediksipoipethariini #togelhariinii #angkamainpoipet22 #togel #togelkuat #togelp22 #erickthohir #israel #mahfud #pssi https://t.co/VlL92tiyuD",negatif
"Kogg sepi sih ...

#PSSI #MahfudMD",netral
"ibarat sebuah hubungan , ikatan Sepakbola IDN dgn Suporter udah Toxic bgt . 
Berulang kali dikecewain lalu berharap lagi &amp; lagi dihempas 

dahlah mungkin ikatan itu perlu berjarak &amp; sejanak tak peduli 

#PSSI",netral
"Berikut ini, adalah beberapa kerugian yang dialami Indonesia usai batal menjadi tuan rumah Piala Dunia U-20

#FIFA #U20 #PialaDuniaU20 #GanjarPranowo #PSSI 

https://t.co/rqKTHHkTRb",negatif
"Begitu berat rintangan ketum PSSI. Bismillah ikhtiar beliau membawa berkah untuk Indonesia.

Doa kami menyertai ikhtiarmu pak @erickthohir 

#pialaduniau20 #PialaDuniaU20Indonesia #pialadunia #PSSI #FIFA #TimnasU20 #TimnasIndonesia #garudamuda https://t.co/1kdaUn4YxD",positif
"Dengarkan Curahan Hati Anak Bangsa. Para Pejabat seharusnya tidak bicara POLITIK DALAM OLAHRAGA. Anak - Anak Bangsa ini sedang Berteriak, Sekarang Anda Sibuk menyalahkan orang lain. #PSSI #FIFA #pialaduniau20 #MimpiAnakBangsaDikubur #SelamatkanSepakBolaIndonesia",positif
"Setelah fifa mengumumkan status tuan rumah Indonesia akan dicabut, para penggemar sepak bola Indonesia
#Israel 
#PSSI 
#Kecewa
#TimnasU20 

https://t.co/Ug6a6utsY3",netral
"semangat sayang puasa nyahğŸ¥°
#Ramadhan #EidMubarak #PSSI #puasa #jaksel #alshadnissyaa #viralindo #tranding https://t.co/i77nd6g1eT",netral
"Hoki1881 Daftar Situs Agen Mpo Slot Casino Terbesar

ğŸ”¥FREEBET 20 Rb
ğŸ”¥Chat

https://t.co/EUhVW54JOg
#hoki1881 #mposlot #freebet #agenslotonline #slotdepositpulsa #bonusnewmember #fifa #israel #nyalainaja #hfb2023 #lisaxceline #harifilmnasional #pssi #vcs #puasa #ramadhan https://t.co/ewOQxGEFxz",negatif
"Situs Anti Kapok/ Proses Cepat/ Depo DANA/ Depo Pulsa Tanpa Potongan/TO kecil/Bebas Buy Spin
#88cepat #pialadunia #situstergacor #tiara #kecewa #golput #mahfud #2,5M  #ErickThohir #tambahlucu #pssi https://t.co/6VdEJmwAPc https://t.co/eaPtSi1KSS",negatif
"Mimpi itu tetap harus dikejar dan kesempatan besar itu pasti akan datang kembaliâœŠğŸ»

Tetap semangat, Garuda mudağŸ‡²ğŸ‡¨
#PSSI https://t.co/sMTtbmcvkt",positif
"Si paling gama salah, dimana pun ituğŸ¤£ #BayKEMALdeBirlestik #Bholaa #RamNavami #TATAIPL #ì€ìš°ì˜_ëª¨ë“ ë‚ ì´_ì°¬ë€í•œ_ë´„ì´ê¸¸ #Dasarareview #à¹€à¸ˆà¸¡à¸µà¹„à¸™à¸™à¹Œ #pssi #PialaDuniaBatalKarnaIni https://t.co/07WNHMggKI",negatif
"Batal Piala Dunia U-20 di Indonesia, PDIP Dukung PSSI Bangun dan Kembangkan Sepak Bola: Federasi sepakbola dunia atau FIFA secara resmi mencabut status Indonesia sebagai tuan rumah Piala Dunia U-20.. https://t.co/3i9gv19jr2 #Nasional #pialaduniau20 #Indonesia #PDIP #PSSI",netral
"SA LEBIH PERCAYA MAS TONI. #PSSI #WORLDCUP #Indonesia @PSSI @FIFAcom 

https://t.co/J30PxzZAAh",netral
"Pemain tim nasional U-20 Indonesia kompak menggunakan pita hitam di lengan kiri. Pita itu menjadi simbol duka batalnya Garuda Muda berlaga di Piala Dunia U-20.

#pialadunia #pialaduniau20 #worldcup #u20worldcup #fifa #pssi #timnasindonesia #sepakbola #sepakbolaindonesia https://t.co/w1k3JR0Eva",netral
Sejumlah karangan bunga menghiasi kantor #PSSI siang ini efek pencabutan status tuan rumah Piala Dunia U20..,positif
"Badan sepak bola dunia, fifa, memastikan akan mencabut mandat Indonesia sebagai tuan rumah Piala Dunia U-20 2023.
#Israel 
#PSSI 
#kecewa 
#TimnasU20 

https://t.co/Ug6a6utsY3",negatif
"PembatalanÂ IndonesiaÂ sebagai tuan rumah pada perhelatan piala dunia FIFA U-20 tahun 2023 tentu mendapatkan kekecewan besar dari dunia sepak bola tanah air...

https://t.co/UNXIjKgsFm

#banten #bantenhay #edukasi #aktual #mediabanten #infoedukatif #pssi #fifa #pialaduniau20",negatif
"Marhaban ya ramadhan semuanyağŸ™ğŸ»
Cuman mau ingetin kalian jangan lupa klo lgi keluar bukber sm temenâ€ matiin dl lampu, stop kontak dn cabut semua colokan ya
#TipsListrik
#PSSI #ErickThohir https://t.co/z9em2GGctL",netral
Sisi lain #TimnasU20 #PSSI https://t.co/WTzohDla9b,netral
"Inikah pertanda buruk bagi masa depan sepeabola Indonesia dariÂ Ketua Umum PSSIÂ Erick ThohirÂ yang mengunggah foto hitam di akun instagramnya, pada Kamis, 30 Maret 2023...

https://t.co/DVF0KuRjlP

#banten #bantenhay #edukasi #aktual #mediabanten #fifa #pssi #pialaduniau20",negatif
"@pssi apa ga niat nanti gelar uji coba nya lawan israel tapi di tempat netral.?
Kita liat apa bakal ada yg nolak.
#PSSI",negatif
"sangat di sayangkan ya indonesia tidak dapat menjadi penyelenggara dari piala dunia u20 :(((

#viral #sepakbola #pssi #garuda",negatif
"Amiiiin.... Allahuma Amiiiinnn....
Ya Rabbal Alamiiin.....ğŸ¤²ğŸ¤²ğŸ¤²ğŸ¤²
Insya Allah sesuai dgn apa yg di harapkan....
Saya rakyat Indonesia mendo'a kan....
Semoga berhasil pak #ErickThohir  dan #PSSI https://t.co/yeCs7mFsw8",positif
"Sepakbola Indonesia udah di tolak FIFA
Tapi jangan sampai ngaji kita terhambat karena puasa

#FIFA #PSSI #Israel #TimnasU20 #pialaduniau20",netral
"Kita bukan GAGAL jadi tuan rumah, Tapi kita BERHASIL mengusir penjajah ilegal masuk ke Negri. Cobalah ubah cara fikir &amp; pandang, spy jd bangsa besar, berwibawa &amp; disegani. 
#FIFA #Israel #Indonesia #PSSI",negatif
"Presiden Joko Widodo (Jokowi) sampaikan pernyataan usai Indonesia batal menajdi tuan rumahÂ Piala Dunia U-20...

https://t.co/4kZMVhLFsx

#banten #bantenhay #edukasi #aktual #mediabanten #infoedukatif #info #hits #viral #beritaviral #beritaterbaru #fifa #pssi #pialaduniau20",netral
"Mimpi anak bangsa yang kalian gilas dengan keangkuhan 
#PSSI 
#kecewa
#WorldCupU20",negatif
"Kita Semua Korban Badut Badut Politisi Negeri ini...

#keepfight #keepmoving #pssi #ErickThohir",negatif
"Yang katanya nolak kok tiba2 nyesel

#PSSI #U20",negatif
"Doa orang2 teraniaya terkabul, tapi lupa akan doanya? Bahkan menyesali doanya, ada~ 
#PSSI https://t.co/tXj3tcf1NU",negatif
"BANGKITLAH SANG GARUDA MUDA, TERUSLAH TERBANG TINGGI @PSSI
@erickthohir  @timnasindonesia @skuatgaruda
#FIFA #PSSI #TimnasIndonesia #TimnasU20 #PialaDuniaU20Indonesia #pialduniau20batal https://t.co/spwW9OSEax",positif
"Saya kecawa karena dia rangkap jabatan. Boro mikir ini. Boro mikir itu....bukan ahlinya.

#PSSI",negatif
Tetap semangat Garuda Muda #PSSI #u20 https://t.co/3CBkrVCxcU,positif
"anak muda yang hanya ingin mewujudkan mimpinya, dan ingin membuat indah masa depannya tapi terhalang oleh petinggi"" negerinya sendiri.
#pssi
#U20 
#savefootballindonesia",positif
"Makin bikin geram, publik meminta I Wayan Koster agar pergi ke Palestina dan ikut berperang

#gubernurbali #coretisrael #batal
#PSSI #kecewa #FIFA #PialaDuniaBatalKarnaIni

https://t.co/UKkXyUmqxv",negatif
"5 fakta menarik di balik polemik pembatalan Indonesia sebagai tuan rumah Piala Dunia U-20 oleh FIFA.
#PialaDuniaU20Indonesia #pialaduniau20 #PSSI
https://t.co/6q015vQAvj",netral
"Janganlah berlarut-larut dalam kesedihan, tersenyumlah, bangkit dan tetap tegakkan kepala.' Masa depan masih panjang dan cerah, Semangat Garuda Indonesia!! ğŸ‡®ğŸ‡©
#timnasday #TimnasU20 #pialaduniau20 #PialaDuniaU20Indonesia #PSSI #masafana https://t.co/WDFi0zeBwa https://t.co/RZN2tU4fVi",positif
"Pupus sudah mimpi Punggawa Timnas Garuda bela Indonesia di Piala Dunia
#Israel 
#Mahfud 
#PSSI 
#TimnasU20 
#kecewa 

https://t.co/guGbWp5oow",negatif
Puas lo kadrun sialan anjing... #Qatar #ErickThohir #TAMBAHLUCU #pialaduniau20 #PSSI https://t.co/SyjWHUL6os,negatif
"Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20, Jokowi: Jangan Habiskan Energi Saling Menyalahkan https://t.co/y7qNZwHbXo #ErickThohir #Jokowi #PialaDuniaU-20 #PSSI",netral
"#PSSI #fifa #GanjarPranowo 
Gak cuma di sepak bola aja ternnyta",negatif
Sikap PDI Perjuangan soal Israel Tak Ada Kaitan dengan Politik Elektoral #FIFA #PSSI https://t.co/anKbIVl12k,negatif
"Banyakan mana Fans Timnas Indonesia atau Fans si anu tuh yg menolak. Piye to Pak @ganjarpranowo @erickthohir mas bro @gibran_tweet #koster
#ErickThohir 
#GanjarPranowo 
#pssi",netral
"KITA HARUS TAHUğŸ¤”
#Mahfud
#Kecewa
#ErickThohir
#PSSI
#Ganjar
#PDIP
#Israel https://t.co/7dRQVJ52Tw",netral
"KITA HARUS TAHUğŸ¤”
#Mahfud
#Kecewa
#ErickThohir
#PSSI
#Ganjar
#PDIP
#Israel https://t.co/suB8SiU8S0",netral
"KITA HARUS TAHUğŸ¤”
#Mahfud
#Kecewa
#ErickThohir
#PSSI
#Ganjar
#PDIP
#Israel https://t.co/FMLsAnXzew",netral
"Ini menurut pandangan saya yaa 
#Sepakbola #PialaDuniaBatalKarnaIni #pialaduniau20 #PialaDuniaU20Indonesia #pialaduniau20harussukses #PSSI #viral https://t.co/gr1c7bruYA",netral
"KITA HARUS TAHUğŸ¤”
#Mahfud
#Kecewa
#ErickThohir
#PSSI
#Ganjar
#PDIP
#Israel https://t.co/61avIDlre9",netral
"KITA HARUS TAHUğŸ¤”
#Mahfud
#Kecewa
#ErickThohir
#PSSI
#Ganjar
#PDIP
#Israel https://t.co/AGG3Srf7Gm",netral
"KITA HARUS TAHUğŸ¤”
#Mahfud
#Kecewa
#ErickThohir
#PSSI
#Ganjar
#PDIP
#Israel https://t.co/gFqWcpGImn",netral
"KITA HARUS TAHUğŸ¤”
#Mahfud
#Kecewa
#ErickThohir
#PSSI
#Ganjar
#PDIP
#Israel https://t.co/pZeiUej39K",netral
"Siapa yang pernah coba SPACEMAN mudah banget jackpotnya di YUK69 pada menu Game Lain atau Other Game. Jangan lupa untuk update info RTP lengkapnya pada bio @Jancook_172 

DAFTAR MUDAH : https://t.co/MCyVSNCmxO

#YUK69
#SitusPalingGacor
#FIFA
#PSSI
#JawaraTanpaBatas https://t.co/8FDGikM9Oz",negatif
"KITA HARUS TAHUğŸ¤”
#Mahfud
#Kecewa
#ErickThohir
#PSSI
#Ganjar
#PDIP
#Israel https://t.co/oSek2yaXGZ",netral
"KITA HARUS TAHUğŸ¤”
#Mahfud
#Kecewa
#ErickThohir
#PSSI
#Ganjar
#PDIP
#Israel https://t.co/EJ231eMHmX",netral
"Pengamat Sepak Bola dari Save Our Soccer, Akmal Marhani, menilai pembatalan Indonesia sebagai tuan rumah Piala Dunia U-20 sebagai bencana besar imbas dari ego kepentingan segelintir kelompok.

#pialadunia #fifa #pialaduniau20 #pssi #sepakbola #indonesia #beritbola #Visixty https://t.co/wP1WBhpB9Y",negatif
"Kini, Indonesia berharap tidak ada hukuman lebih lanjut dari FIFA terkait pembatalan status tuan rumah ini.

Jokowi memastikan, #PSSI akan berusaha supaya hal itu tidak terjadi.

#Indonesia #PialaDuniaU20 #IndonesiaU20 https://t.co/juh0lSiMCG",positif
"sepakbola keren nggak ngejamin negaranya maju juga dong,buktinya brazil masih juga jd negara berkembang(blm maju).
semangat @erickthohir berbenah yuk mulai dari diri sendiri..minimal kalo liat bola pake helm dulu,patuhi lalulintas,no anarkis..harapan masih  panjang
#pssi #fifa https://t.co/Wax1s9WQcf",positif
"Pernyataan Presiden Jokowi terkait pembatalan Piala Dunia U-20 di Indonesia

#jokowi #PialaDuniaBatalKarnaIni #pialaduniau20 #PSSI #ErickThohir #FIFA #FIFAU20 #fifaworldcupu20 #WorldCup https://t.co/VpjXfqd2pd",positif
"Jangan khawatir adik-adik, ada waktunya kita bisa tunjukan pada dunia kalau INDONESIA BISA. Semoga ini yg terakhir ada kasus yg merugikan seperti ini.

#timnas #timnasu20 #pialadunia #pialaduniau20 #pssi #sepakbola #sepakbolaindonesia #liga1 #Liga2 #liga3 #ligaindonesia #fifa https://t.co/MlomwZuGGA",positif
Kolom 17 GMIM Eklesia Kalasey turut bersedih Indonesia kehilangan kesempatan berpartisipasi di Piala Dunia U-20. Siap dukung Pak Erick !!!! #PialaDuniaU20Indonesia #PSSI #ErickThohir,positif
Orang yg gk ngrti bola sok2 an ngomong bola.. Organisasi sekelas FIFA mau di di ajak kompromi.. Pye toe Nur gubernur.. Ingin ku teriaaak j*ncooooook #à¹à¸šà¸™à¸ªà¸¸à¸à¸£à¸£à¸“à¸«à¸‡à¸ªà¹Œ #SupremeCourt #pssi #WorldCup #eriktohir,negatif
"Salut sama sihh calon presiden, rela mengorbankan mimpi anak bangsa demi melindungi mimpi bangsa lain.
Saluttt sama pengorbanan kalian yang telah mengorbankan mimpi anak bangsa
#PSSI
#TIMNASINA
#U20",negatif
"ğ™ğ™€ğ™ğ˜¼ğ™‹ ğ™ğ™€ğ™ˆğ˜¼ğ™‰ğ™‚ğ˜¼ğ™ ğ™‚ğ˜¼ğ™ğ™ğ˜¿ğ˜¼ ğ™ˆğ™ğ˜¿ğ˜¼

#pssi #erickthohir #themaczmancpl #themaczmanindonesia #maczmanindonesia #maczgirl #garudamuda https://t.co/ncAvf7guxE",positif
Shin Tae-yong Ungkap Kerugian Indonesia Karena Batal Jadi Tuan Rumah Piala Dunia U-20 https://t.co/vw1atqyVBr #FIFA #PialaDuniaU20 #PSSI #ShinTaeyong #TimnasIndonesia https://t.co/UccCi9CzXO,netral
"Kasian ya sia2 perjuangn merka slama 2taon lebih agar bisa tampil....tapi nyta nya malh bikin nyesek 
#TimnasIndonesia 
#PSSI
#FIFA23",negatif
"Teka-teki Terjawab, Kenapa FIFA Tak Sebut Israel di Surat Pembatalan Indonesia #FIFA #PSSI #Palestina https://t.co/ToA7OEQ5Ff",netral
BUKA BERSAMA GOLKAR INSTITUTE #GolkarIndonesia #AirlanggaHartarto #ramadhan #bukabersama #bukber #fyp #viral #trending #pssi #FIFA #PIALADUNAU20 https://t.co/ghYirIfbsK,negatif
"Media indo cuma nyari rating aja. Sebelum disanksi mereka tidak pernah mengundang pemain timnas atau ahli olahraga. Malah ngundang org yg tdk kompeten dan bikin kisruh. Setelah dibanned baru undang  pemain u-20, dan org yg berkompeten. Mreka pura-pura sedih
Asuuu
#fifa
#PSSI",negatif
"Joki Tugas, Makalah, Materi Presentasi/PowerPoint, Project individu, Bimbingan Belajar IPA/Biologi

Pengalaman, (Magister Sains) Dosen BiologiğŸ˜Š

Bisa DM, Harga bersahabat, Start from 3000 per nomor TugasğŸ˜Š
#ErickThohir  #PSSI #Israel",negatif
"Joki Tugas, Makalah, Materi Presentasi/PowerPoint, Project individu, Bimbingan Belajar IPA/Biologi

Pengalaman, (Magister Sains) Dosen BiologiğŸ˜Š

Bisa DM, Harga bersahabat, Start from 3000 per nomor TugasğŸ˜Š
#ErickThohir #PSSI #Israel",negatif